oct,1024.00,24.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,27.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,32.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,32.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,27.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,28.00,60.00
oct,1024.00,27.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,26.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,24.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,32.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,31.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,25.00,61.00
oct,1024.00,85.00,61.00
oct,1024.00,72.00,61.00
oct,1024.00,70.00,61.00
oct,1024.00,51.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,72.00,61.00
oct,1024.00,85.00,61.00
oct,1024.00,47.00,61.00
oct,1024.00,60.00,61.00
oct,1024.00,83.00,61.00
oct,1024.00,34.00,61.00
oct,1024.00,72.00,61.00
oct,1024.00,76.00,61.00
oct,1024.00,91.00,61.00
oct,1024.00,87.00,61.00
oct,1024.00,85.00,61.00
oct,1024.00,40.00,61.00
oct,1024.00,31.00,61.00
oct,1024.00,39.00,61.00
oct,1024.00,42.00,61.00
oct,1024.00,53.00,61.00
oct,1024.00,52.00,61.00
oct,1024.00,87.00,61.00
oct,1024.00,67.00,61.00
oct,1024.00,58.00,61.00
oct,1024.00,32.00,61.00
oct,1024.00,39.00,61.00
oct,1024.00,54.00,61.00
oct,1024.00,69.00,61.00
oct,1024.00,58.00,61.00
oct,1024.00,90.00,61.00
oct,1024.00,85.00,61.00
oct,1024.00,63.00,61.00
oct,1024.00,78.00,61.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,24.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,26.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,28.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,28.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,24.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,25.00,95.00
oct,1024.00,7.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,30.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,30.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,32.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,32.00,95.00
oct,1024.00,31.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,26.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,34.00,61.00
oct,1024.00,32.00,61.00
oct,1024.00,27.00,61.00
oct,1024.00,33.00,61.00
oct,472.00,27.00,62.00
oct,456.00,34.00,62.00
oct,474.00,35.00,62.00
oct,457.00,31.00,62.00
oct,462.00,35.00,62.00
oct,472.00,33.00,62.00
oct,480.00,29.00,62.00
oct,463.00,35.00,61.00
oct,480.00,35.00,61.00
oct,496.00,35.00,61.00
oct,481.00,35.00,61.00
oct,497.00,34.00,61.00
oct,498.00,35.00,61.00
oct,499.00,35.00,61.00
oct,483.00,33.00,61.00
oct,500.00,35.00,61.00
oct,499.00,33.00,61.00
oct,500.00,33.00,61.00
oct,500.00,35.00,61.00
oct,501.00,33.00,61.00
oct,501.00,34.00,61.00
oct,486.00,29.00,61.00
oct,502.00,35.00,61.00
oct,504.00,34.00,61.00
oct,504.00,30.00,61.00
oct,494.00,34.00,61.00
oct,1024.00,30.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,26.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,29.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,26.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,27.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,26.00,62.00
oct,1024.00,27.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,32.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,31.00,62.00
oct,918.00,28.00,62.00
oct,629.00,34.00,62.00
oct,184.00,28.00,62.00
oct,124.00,33.00,62.00
oct,100.00,33.00,62.00
oct,115.00,33.00,62.00
oct,380.00,28.00,62.00
oct,346.00,31.00,62.00
oct,217.00,33.00,62.00
oct,202.00,33.00,62.00
oct,199.00,34.00,62.00
oct,200.00,33.00,62.00
oct,84.00,33.00,62.00
oct,102.00,29.00,62.00
oct,100.00,33.00,62.00
oct,100.00,33.00,62.00
oct,100.00,29.00,62.00
oct,97.00,31.00,62.00
oct,98.00,28.00,62.00
oct,102.00,33.00,62.00
oct,102.00,33.00,62.00
oct,101.00,33.00,62.00
oct,102.00,29.00,62.00
oct,101.00,33.00,62.00
oct,102.00,32.00,62.00
oct,101.00,33.00,62.00
oct,85.00,33.00,62.00
oct,100.00,34.00,62.00
oct,87.00,29.00,62.00
oct,86.00,27.00,62.00
oct,100.00,31.00,62.00
oct,103.00,33.00,62.00
oct,102.00,33.00,62.00
oct,101.00,33.00,62.00
oct,89.00,33.00,62.00
oct,102.00,33.00,62.00
oct,101.00,33.00,62.00
oct,85.00,28.00,62.00
oct,101.00,33.00,62.00
oct,102.00,29.00,62.00
oct,84.00,33.00,62.00
oct,101.00,33.00,62.00
oct,103.00,33.00,62.00
oct,99.00,33.00,62.00
oct,104.00,32.00,62.00
oct,102.00,31.00,62.00
oct,102.00,28.00,62.00
oct,102.00,29.00,62.00
oct,101.00,28.00,62.00
oct,102.00,33.00,62.00
oct,103.00,33.00,62.00
oct,90.00,28.00,62.00
oct,89.00,33.00,62.00
oct,101.00,33.00,62.00
oct,87.00,33.00,62.00
oct,101.00,29.00,62.00
oct,88.00,33.00,62.00
oct,101.00,32.00,62.00
oct,102.00,33.00,62.00
oct,90.00,33.00,62.00
oct,98.00,33.00,62.00
oct,85.00,33.00,62.00
oct,102.00,31.00,62.00
oct,102.00,28.00,62.00
oct,98.00,29.00,62.00
oct,88.00,33.00,62.00
oct,102.00,28.00,62.00
oct,88.00,33.00,62.00
oct,100.00,33.00,62.00
oct,100.00,31.00,62.00
oct,99.00,32.00,62.00
oct,101.00,28.00,62.00
oct,101.00,33.00,62.00
oct,100.00,33.00,62.00
oct,100.00,32.00,62.00
oct,86.00,32.00,62.00
oct,101.00,33.00,62.00
oct,101.00,32.00,62.00
oct,102.00,32.00,62.00
oct,101.00,33.00,62.00
oct,84.00,33.00,62.00
oct,97.00,33.00,62.00
oct,103.00,32.00,62.00
oct,88.00,29.00,62.00
oct,100.00,33.00,62.00
oct,439.00,34.00,62.00
oct,465.00,34.00,65.00
oct,472.00,34.00,65.00
oct,475.00,34.00,65.00
oct,475.00,32.00,65.00
oct,476.00,32.00,65.00
oct,468.00,34.00,65.00
oct,463.00,30.00,65.00
oct,473.00,32.00,65.00
oct,470.00,34.00,65.00
oct,480.00,33.00,65.00
oct,484.00,34.00,65.00
oct,484.00,34.00,65.00
oct,486.00,34.00,65.00
oct,300.00,18.00,64.00
oct,302.00,32.00,64.00
oct,296.00,29.00,64.00
oct,319.00,29.00,64.00
oct,318.00,29.00,64.00
oct,318.00,33.00,64.00
oct,306.00,33.00,64.00
oct,325.00,34.00,64.00
oct,316.00,33.00,64.00
oct,321.00,33.00,64.00
oct,319.00,33.00,64.00
oct,318.00,33.00,64.00
oct,312.00,32.00,64.00
oct,320.00,33.00,64.00
oct,387.00,33.00,64.00
oct,391.00,33.00,64.00
oct,399.00,34.00,64.00
oct,413.00,33.00,64.00
oct,416.00,32.00,64.00
oct,406.00,33.00,64.00
oct,411.00,33.00,64.00
oct,425.00,28.00,64.00
oct,427.00,34.00,64.00
oct,433.00,33.00,64.00
oct,435.00,34.00,64.00
oct,439.00,34.00,64.00
oct,442.00,34.00,64.00
oct,1024.00,32.00,64.00
oct,1024.00,27.00,64.00
oct,1024.00,32.00,64.00
oct,1024.00,32.00,64.00
oct,1024.00,32.00,64.00
oct,837.00,34.00,64.00
oct,751.00,34.00,64.00
oct,654.00,34.00,64.00
oct,596.00,32.00,63.00
oct,440.00,32.00,63.00
oct,349.00,34.00,63.00
oct,309.00,33.00,63.00
oct,302.00,34.00,63.00
oct,308.00,33.00,63.00
oct,316.00,29.00,63.00
oct,338.00,33.00,63.00
oct,343.00,33.00,63.00
oct,343.00,33.00,63.00
oct,350.00,28.00,63.00
oct,358.00,28.00,63.00
oct,357.00,33.00,63.00
oct,367.00,28.00,63.00
oct,374.00,32.00,63.00
oct,362.00,33.00,63.00
oct,370.00,33.00,63.00
oct,1024.00,29.00,63.00
oct,698.00,30.00,63.00
oct,1024.00,32.00,63.00
oct,704.00,29.00,63.00
oct,686.00,33.00,63.00
oct,1024.00,33.00,63.00
oct,727.00,29.00,63.00
oct,708.00,32.00,63.00
oct,1024.00,33.00,63.00
oct,710.00,30.00,63.00
oct,726.00,33.00,63.00
oct,682.00,32.00,63.00
oct,457.00,26.00,63.00
oct,706.00,33.00,63.00
oct,1024.00,33.00,63.00
oct,1024.00,29.00,63.00
oct,712.00,25.00,63.00
oct,1024.00,32.00,63.00
oct,1024.00,31.00,63.00
oct,1024.00,30.00,63.00
oct,708.00,29.00,63.00
oct,730.00,33.00,63.00
oct,702.00,23.00,63.00
oct,736.00,33.00,63.00
oct,744.00,32.00,63.00
oct,1024.00,29.00,63.00
oct,1024.00,30.00,63.00
oct,1024.00,30.00,63.00
oct,709.00,30.00,63.00
oct,712.00,28.00,63.00
oct,1024.00,28.00,63.00
oct,741.00,26.00,62.00
oct,733.00,32.00,63.00
oct,713.00,34.00,63.00
oct,761.00,29.00,63.00
oct,741.00,29.00,63.00
oct,732.00,29.00,63.00
oct,754.00,29.00,63.00
oct,1024.00,28.00,63.00
oct,1024.00,29.00,63.00
oct,1024.00,29.00,63.00
oct,1024.00,29.00,63.00
oct,716.00,30.00,63.00
oct,713.00,28.00,63.00
oct,1024.00,29.00,63.00
oct,738.00,29.00,63.00
oct,1024.00,29.00,63.00
oct,692.00,24.00,63.00
oct,1024.00,31.00,63.00
oct,1024.00,29.00,63.00
oct,1024.00,31.00,63.00
oct,710.00,31.00,62.00
oct,1024.00,25.00,62.00
oct,738.00,30.00,62.00
oct,1024.00,29.00,62.00
oct,740.00,29.00,62.00
oct,720.00,29.00,62.00
oct,1024.00,23.00,62.00
oct,1024.00,22.00,62.00
oct,1024.00,25.00,62.00
oct,1024.00,28.00,62.00
oct,1024.00,25.00,62.00
oct,1024.00,27.00,62.00
oct,1024.00,30.00,62.00
oct,1024.00,25.00,62.00
oct,1024.00,30.00,62.00
oct,1024.00,30.00,62.00
oct,1024.00,29.00,62.00
oct,1024.00,25.00,62.00
oct,1024.00,29.00,62.00
oct,1024.00,31.00,62.00
oct,1024.00,29.00,62.00
oct,1024.00,26.00,62.00
oct,1024.00,29.00,62.00
oct,1024.00,25.00,62.00
oct,1024.00,30.00,62.00
oct,1024.00,30.00,62.00
oct,1024.00,25.00,63.00
oct,1024.00,28.00,65.00
oct,1024.00,24.00,65.00
oct,1024.00,23.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,28.00,65.00
oct,1024.00,25.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,24.00,65.00
oct,1024.00,31.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,31.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,27.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,30.00,65.00
oct,1024.00,26.00,65.00
oct,1024.00,27.00,65.00
oct,1024.00,34.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,28.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,27.00,65.00
oct,1024.00,24.00,65.00
oct,1024.00,27.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,32.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,32.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,24.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,26.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,28.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,32.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,64.00
oct,1024.00,26.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,26.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,27.00,64.00
oct,1024.00,31.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,26.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,23.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,31.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,24.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,26.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,30.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,25.00,64.00
oct,1024.00,29.00,64.00
oct,1024.00,25.00,61.00
oct,1024.00,27.00,61.00
oct,1024.00,28.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,25.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,24.00,61.00
oct,1024.00,25.00,61.00
oct,1024.00,28.00,61.00
oct,1024.00,25.00,61.00
oct,1024.00,31.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,25.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,28.00,61.00
oct,1024.00,31.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,28.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,28.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,30.00,61.00
oct,1024.00,26.00,61.00
oct,1024.00,28.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,31.00,60.00
oct,1024.00,24.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,24.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,28.00,60.00
oct,1024.00,26.00,60.00
oct,1024.00,28.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,26.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,26.00,60.00
oct,1024.00,33.00,61.00
oct,1024.00,29.00,61.00
oct,1024.00,29.00,60.00
oct,1024.00,30.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,25.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,29.00,60.00
oct,1024.00,33.00,60.00
oct,16.00,4.00,92.00
oct,864.00,27.00,92.00
oct,1024.00,28.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,23.00,95.00
oct,1024.00,19.00,95.00
oct,1024.00,24.00,95.00
oct,1024.00,23.00,95.00
oct,1024.00,25.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,23.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,29.00,95.00
oct,1024.00,21.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,23.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,26.00,88.00
oct,1024.00,24.00,88.00
oct,1024.00,24.00,65.00
oct,1024.00,28.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,25.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,29.00,65.00
oct,1024.00,29.00,66.00
oct,1024.00,28.00,66.00
oct,1024.00,29.00,67.00
oct,1024.00,30.00,67.00
oct,1024.00,30.00,95.00
oct,1024.00,28.00,95.00
oct,1024.00,30.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,27.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,30.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,25.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,30.00,95.00
oct,1024.00,25.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,31.00,95.00
oct,1024.00,30.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,25.00,66.00
oct,724.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,28.00,66.00
oct,1024.00,23.00,87.00
oct,1024.00,26.00,87.00
oct,1024.00,29.00,87.00
oct,1024.00,29.00,87.00
oct,1024.00,29.00,87.00
oct,1024.00,30.00,87.00
oct,1024.00,29.00,87.00
oct,1024.00,31.00,87.00
oct,1024.00,30.00,87.00
oct,1024.00,30.00,87.00
oct,1024.00,26.00,87.00
oct,1024.00,25.00,87.00
oct,1024.00,30.00,87.00
oct,1024.00,33.00,89.00
oct,1024.00,24.00,89.00
oct,1024.00,26.00,89.00
oct,1024.00,30.00,89.00
oct,1024.00,29.00,89.00
oct,1024.00,31.00,89.00
oct,1024.00,30.00,89.00
oct,1024.00,27.00,89.00
oct,1024.00,30.00,89.00
oct,1024.00,31.00,89.00
oct,1024.00,30.00,89.00
oct,1024.00,25.00,89.00
oct,1024.00,30.00,89.00
oct,1024.00,29.00,89.00
oct,1024.00,25.00,89.00
oct,1024.00,25.00,89.00
oct,1024.00,32.00,89.00
oct,1024.00,31.00,89.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,25.00,66.00
oct,1024.00,29.00,66.00
oct,1024.00,26.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,32.00,66.00
oct,1024.00,27.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,31.00,66.00
oct,1024.00,30.00,66.00
oct,1024.00,29.00,67.00
oct,1024.00,25.00,67.00
